id,first_name,last_name,dob
311,jane,smith,1996-02-03
312,faith,smith,1964-03-20
313,mwangi,doe,1967-10-17
314,mary,doe,1968-03-12
315,john,doe,2004-03-14
316,peter,njoroge,1984-11-24
317,peter,okello,1991-08-20
318,otieno,okello,1977-01-28
319,john,njoroge,2010-01-03
320,aisha,kamau,1973-09-20
321,otieno,njoroge,1967-10-22
322,peter,kamau,1969-02-14
323,otieno,abdul,1977-11-10
324,aisha,okello,1965-01-03
325,mwangi,abdul,1990-07-28
326,mary,abdul,1992-08-27
327,otieno,doe,2002-12-26
328,peter,abdul,1962-12-09
329,otieno,otieno,1985-04-25
330,mwangi,njoroge,1993-05-26
331,mwangi,doe,1994-05-15
332,jane,doe,1986-11-23
333,peter,okello,2003-01-23
334,peter,abdul,1983-12-16
335,mary,otieno,1961-03-13
336,aisha,njoroge,1992-10-17
337,faith,kamau,1976-10-09
338,john,okello,1989-12-11
339,otieno,njoroge,1988-04-08
340,peter,otieno,1961-10-17
341,mwangi,njoroge,1985-11-27
342,otieno,abdul,2003-09-06
343,jane,abdul,1997-01-06
344,peter,abdul,1997-08-28
345,otieno,kamau,1989-08-20
346,jane,otieno,1994-06-06
347,mwangi,njoroge,1997-01-11
348,jane,okello,2005-08-09
349,jane,njoroge,1983-11-14
350,john,njoroge,2008-10-05
351,mary,doe,1994-05-14
352,jane,okello,1962-11-03
353,faith,doe,1980-07-09
354,faith,abdul,2004-09-08
355,jane,otieno,1970-06-10
356,aisha,okello,1992-08-21
357,peter,otieno,2003-11-18
358,john,kamau,1995-04-23
359,peter,kamau,1990-01-02
360,john,okello,1977-01-04
361,jane,otieno,2003-04-26
362,otieno,otieno,1992-06-18
363,faith,doe,1967-10-26
364,john,njoroge,1977-09-10
365,john,otieno,1998-03-19
366,aisha,doe,1972-05-27
367,aisha,smith,1964-02-02
368,mwangi,otieno,1996-11-08
369,aisha,doe,1964-03-24
370,aisha,abdul,1993-08-06
371,mwangi,otieno,2008-08-24
372,otieno,smith,2009-04-22
373,aisha,njoroge,1987-02-06
374,aisha,njoroge,1984-05-17
375,mary,okello,1961-08-28
376,mwangi,njoroge,1971-05-22
377,peter,otieno,2003-08-04
378,aisha,abdul,1976-08-25
379,mwangi,doe,1980-07-16
380,faith,kamau,2000-10-05
381,faith,okello,1980-12-17
382,peter,njoroge,2007-06-27
383,jane,smith,1966-06-24
384,aisha,abdul,1982-02-06
385,mary,okello,2010-02-17
386,mwangi,otieno,1966-08-23
387,faith,njoroge,1970-04-06
388,faith,okello,1971-09-01
389,mwangi,doe,2008-08-04
390,mwangi,abdul,1963-07-03
391,peter,doe,1994-04-14
392,jane,doe,2000-07-12
393,jane,abdul,1992-12-05
394,aisha,kamau,1969-03-12
395,faith,smith,2009-07-06
396,mwangi,doe,2002-08-18
397,mary,doe,1978-05-14
398,mwangi,njoroge,2004-01-04
399,aisha,abdul,2010-03-23
400,john,smith,1968-09-16
401,peter,otieno,1966-12-20
402,peter,doe,1968-05-05
403,otieno,doe,1987-06-26
404,faith,doe,2009-03-11
405,peter,njoroge,1975-12-22
406,jane,doe,2007-08-07
407,peter,okello,1962-10-23
408,jane,doe,2002-07-13
409,faith,kamau,1963-11-01
410,mwangi,njoroge,1976-05-13
411,jane,abdul,1966-03-15
412,peter,njoroge,1967-06-16
413,otieno,okello,1977-06-03
414,peter,abdul,2005-10-14
415,mary,abdul,1979-12-06
416,john,otieno,1981-07-01
417,aisha,otieno,2008-03-01
418,peter,smith,1991-03-20
419,mwangi,njoroge,2000-09-02
420,peter,njoroge,1990-07-13
421,mwangi,kamau,1997-05-01
422,peter,smith,1997-06-16
423,john,njoroge,1963-01-02
424,peter,abdul,1999-06-24
425,aisha,doe,1976-12-02
426,mwangi,doe,1985-05-21
427,john,doe,1978-04-27
428,jane,kamau,1992-08-01
429,john,okello,2009-08-17
430,peter,smith,1971-10-07
431,otieno,kamau,1974-05-24
432,mwangi,njoroge,1973-09-28
433,jane,doe,1989-07-13
434,mary,smith,1990-02-19
435,otieno,smith,1961-04-06
436,john,kamau,1977-10-28
437,jane,otieno,1989-02-03
438,faith,kamau,1985-02-04
439,otieno,kamau,1984-07-04
440,faith,okello,1992-04-15
441,john,smith,1998-03-22
442,otieno,smith,2000-08-11
443,mwangi,okello,2008-11-21
444,peter,njoroge,1982-11-11
445,otieno,otieno,1967-11-06
446,jane,doe,1985-07-15
447,mary,smith,1978-09-07
448,jane,otieno,1990-10-24
449,aisha,njoroge,1971-07-22
450,jane,doe,2010-06-21
451,faith,doe,1976-09-09
452,mwangi,abdul,1979-05-10
453,mwangi,njoroge,1983-09-11
454,mwangi,otieno,1989-07-24
455,peter,doe,1969-09-23
456,john,otieno,1975-10-28
457,faith,smith,1981-01-24
458,faith,doe,1998-10-20
459,mary,okello,1961-09-10
460,mwangi,abdul,1997-01-09
461,john,kamau,1999-08-23
462,otieno,smith,2009-09-02
463,otieno,doe,1964-08-27
464,mary,okello,1979-01-13
465,otieno,otieno,1998-08-05
466,otieno,abdul,1996-05-09
467,mary,doe,1963-05-11
468,peter,smith,2009-07-27
469,mwangi,okello,1991-09-08
470,jane,smith,2010-01-05
471,aisha,smith,1982-07-27
472,john,doe,2002-02-11
473,john,abdul,1993-07-06
474,otieno,abdul,1982-11-18
475,john,njoroge,1990-03-08
476,mary,okello,2010-09-22
477,john,doe,1987-08-15
478,faith,doe,1964-09-17
479,mary,njoroge,1971-03-13
480,otieno,doe,1980-01-19
481,otieno,abdul,1968-10-19
482,mary,kamau,1969-11-19
483,aisha,otieno,1995-09-10
484,peter,otieno,1977-04-04
485,mwangi,okello,1962-10-23
486,john,otieno,1991-07-27
487,peter,doe,1983-04-19
488,mwangi,kamau,1988-04-16
489,john,njoroge,1988-12-02
490,peter,abdul,1981-04-13
491,mwangi,otieno,1991-03-12
492,mary,abdul,2001-09-07
493,mary,smith,1980-06-08
494,john,okello,1987-09-20
495,john,okello,1972-11-23
496,mwangi,okello,2003-09-12
497,mwangi,abdul,1967-10-15
498,john,njoroge,1963-04-25
499,john,smith,1975-09-22
500,peter,smith,1982-09-16
501,aisha,smith,1977-08-08
502,jane,njoroge,2005-09-04
503,peter,okello,1989-12-06
504,faith,abdul,2007-03-28
505,otieno,njoroge,1979-03-25
506,aisha,abdul,2002-02-16
507,peter,otieno,1982-05-26
508,otieno,abdul,1965-12-20
509,faith,otieno,1987-07-08
510,otieno,okello,1973-04-08
511,mary,kamau,1985-10-08
512,mary,okello,2006-04-20
513,otieno,njoroge,1964-03-16
514,peter,okello,2000-03-24
515,faith,njoroge,2007-04-08
516,faith,abdul,1998-06-11
517,mary,okello,1985-03-20
518,mary,abdul,1977-04-06
519,mwangi,otieno,1986-01-05
520,aisha,abdul,1971-01-11
521,mwangi,abdul,1992-08-08
522,jane,njoroge,1982-08-01
523,john,otieno,2006-01-01
524,aisha,abdul,1963-07-28
525,mwangi,smith,2001-08-27
526,mary,okello,1969-05-18
527,otieno,okello,1962-11-24
528,mwangi,okello,1969-06-27
529,otieno,okello,1977-10-19
530,peter,okello,1999-01-15
531,peter,njoroge,1985-09-03
532,mwangi,okello,1997-01-25
533,jane,kamau,1999-03-21
534,jane,okello,2000-11-16
535,otieno,okello,2003-04-26
536,otieno,njoroge,1993-04-04
537,jane,abdul,1969-01-09
538,peter,okello,1975-06-07
539,mwangi,abdul,1972-03-19
540,mwangi,abdul,2008-08-27
541,jane,okello,1986-02-03
542,jane,abdul,1995-09-23
543,mwangi,kamau,1996-06-04
544,mwangi,smith,1968-07-02
545,mary,otieno,1966-07-13
546,otieno,okello,1984-07-25
547,peter,otieno,1985-02-22
548,mwangi,doe,1991-05-04
549,faith,otieno,1975-06-28
550,jane,otieno,1992-09-04
551,aisha,smith,1992-04-12
552,aisha,njoroge,1960-12-27
553,peter,doe,1978-06-01
554,faith,otieno,2008-06-17
555,otieno,smith,1974-12-01
556,aisha,doe,1969-08-10
557,john,doe,1977-09-03
558,peter,doe,2000-05-27
559,mwangi,doe,2006-01-28
560,faith,smith,1985-01-15
561,faith,okello,1988-08-01
562,otieno,okello,1976-06-28
563,aisha,njoroge,1970-10-03
564,jane,abdul,1988-04-15
565,mary,okello,2000-08-27
566,faith,kamau,2001-03-24
567,aisha,smith,2009-03-11
568,peter,kamau,1994-12-10
569,faith,kamau,1992-11-02
570,mary,njoroge,1997-11-14
571,otieno,abdul,1961-04-05
572,jane,okello,1984-05-15
573,mary,okello,1984-05-10
574,peter,njoroge,1988-12-10
575,mwangi,kamau,1978-07-27
576,otieno,doe,1997-01-11
577,mwangi,abdul,1995-02-09
578,mary,otieno,1992-06-16
579,aisha,abdul,1985-11-04
580,peter,doe,1998-10-05
581,peter,abdul,1993-06-12
582,otieno,kamau,1965-10-26
583,john,abdul,1990-08-03
584,mary,abdul,1998-06-03
585,mwangi,smith,2000-07-18
586,mwangi,smith,2003-04-28
587,faith,smith,1990-12-11
588,jane,kamau,1993-03-04
589,jane,smith,1966-06-12
590,faith,okello,1985-07-15
591,mwangi,okello,1988-02-26
592,otieno,okello,1986-03-18
593,mary,okello,1971-10-19
594,jane,doe,1982-08-28
595,john,okello,1976-10-23
596,jane,smith,1983-07-24
597,mary,njoroge,1983-12-02
598,jane,otieno,1986-12-28
599,faith,smith,1991-11-17
600,aisha,smith,1970-06-07
601,jane,okello,1960-11-06
602,otieno,okello,1999-06-21
603,otieno,smith,1995-07-10
604,peter,smith,1996-08-27
605,jane,kamau,1975-03-02
606,otieno,kamau,1972-01-07
607,john,doe,1975-09-28
608,otieno,otieno,1989-08-17
609,mary,njoroge,1983-11-20
610,jane,smith,1998-05-07
611,peter,smith,1988-10-21
612,aisha,njoroge,1980-12-21
613,peter,okello,1971-06-25
614,john,njoroge,1998-01-13
615,peter,kamau,2005-10-02
616,peter,otieno,1965-04-18
617,otieno,doe,2009-11-03
618,aisha,otieno,1972-05-12
619,peter,doe,2003-08-13
620,aisha,okello,2002-05-02
621,faith,njoroge,1962-09-18
622,mary,njoroge,2002-11-15
623,peter,smith,1999-12-07
624,jane,abdul,1978-02-27
625,john,kamau,1972-04-11
626,mary,smith,1975-09-14
627,jane,smith,1990-11-05
628,aisha,doe,2008-04-15
629,jane,doe,1988-10-05
630,otieno,otieno,1987-03-21
631,jane,kamau,1984-06-07
632,aisha,otieno,1988-08-13
633,john,otieno,2006-12-04
634,jane,abdul,1990-07-12
635,otieno,abdul,1979-08-06
636,mary,okello,1966-10-23
637,mwangi,smith,2007-01-25
638,mary,otieno,1986-02-17
639,jane,njoroge,1973-04-27
640,jane,kamau,1992-08-21
641,aisha,njoroge,2007-05-20
642,faith,otieno,1997-02-28
643,faith,doe,2003-11-27
644,faith,abdul,1997-04-02
645,mwangi,abdul,1960-09-03
646,faith,doe,1981-04-27
647,mary,abdul,1994-07-01
648,faith,okello,1962-07-21
649,john,kamau,1999-02-25
650,jane,smith,2009-07-25
651,faith,abdul,1989-05-10
652,jane,abdul,2007-12-01
653,jane,okello,2008-08-18
654,john,doe,1995-12-11
655,aisha,abdul,1984-11-01
656,john,otieno,1978-01-26
657,john,otieno,1963-11-14
658,otieno,njoroge,1967-04-21
659,aisha,kamau,1995-11-03
660,mary,okello,1969-09-20
661,jane,okello,1992-02-20
662,peter,doe,1999-03-04
663,otieno,otieno,1981-12-26
664,mary,otieno,2008-12-21
665,mary,otieno,1986-01-04
666,aisha,doe,1961-08-28
667,otieno,doe,1990-03-24
668,aisha,abdul,1997-02-06
669,mary,okello,2000-11-15
670,mary,abdul,2008-02-10
671,faith,doe,1973-05-21
672,mwangi,kamau,1999-01-13
673,peter,abdul,1961-03-20
674,mwangi,otieno,1975-10-15
675,faith,kamau,1997-09-20
676,aisha,njoroge,2002-07-02
677,john,okello,1998-08-25
678,mwangi,smith,1981-01-05
679,jane,kamau,2000-12-26
680,otieno,njoroge,1962-08-05
681,mary,otieno,1960-08-14
682,faith,otieno,2004-02-02
683,mary,kamau,1989-01-18
684,faith,abdul,1995-04-28
685,otieno,abdul,1986-01-04
686,faith,smith,2005-12-06
687,jane,kamau,1966-08-02
688,mary,smith,1979-09-27
689,otieno,smith,2001-07-19
690,otieno,abdul,2000-03-23
691,peter,smith,2007-12-03
692,mwangi,doe,1968-08-15
693,otieno,njoroge,1976-12-24
694,aisha,doe,2006-05-21
695,john,otieno,2003-02-05
696,jane,njoroge,1980-01-02
697,aisha,smith,1990-08-21
698,john,smith,2006-05-09
699,mary,abdul,1972-01-28
700,mwangi,abdul,1990-05-05
701,mary,doe,1982-12-20
702,peter,njoroge,1961-10-17
703,mwangi,otieno,1977-01-20
704,peter,kamau,2010-06-19
705,faith,njoroge,1970-05-16
706,otieno,okello,1998-10-12
707,mwangi,otieno,2002-06-21
708,peter,smith,2009-12-13
709,mwangi,smith,1973-12-23
710,john,doe,2001-03-26
711,faith,smith,1991-10-28
712,otieno,abdul,1972-02-20
713,mwangi,okello,1979-06-09
714,aisha,njoroge,1993-11-15
715,otieno,njoroge,2001-01-27
716,faith,njoroge,1972-03-10
717,aisha,okello,1987-02-07
718,aisha,smith,1965-11-24
719,aisha,kamau,1997-06-01
720,mwangi,kamau,2008-12-12
721,jane,otieno,2004-04-05
722,mary,otieno,1998-01-02
723,otieno,okello,1986-07-02
724,peter,abdul,2005-06-28
725,aisha,otieno,2007-07-22
726,john,okello,2002-12-11
727,john,smith,2004-07-22
728,john,doe,2003-11-07
729,jane,doe,2010-09-13
730,john,otieno,1967-07-24
731,mwangi,njoroge,2007-05-13
732,faith,njoroge,1989-11-26
733,faith,njoroge,1963-07-19
734,otieno,doe,1980-12-08
735,peter,njoroge,2009-01-15
736,jane,okello,1980-12-07
737,aisha,kamau,1994-09-14
738,aisha,abdul,1960-01-28
739,jane,doe,2003-10-21
740,faith,doe,2010-11-13
741,aisha,doe,1983-09-09
742,jane,abdul,1989-01-18
743,mwangi,smith,1982-01-06
744,peter,smith,2003-01-20
745,aisha,otieno,1979-10-26
746,faith,otieno,1973-11-06
747,john,kamau,1968-03-18
748,mary,okello,1992-03-17
749,mwangi,okello,1973-07-22
750,otieno,kamau,1977-04-24
751,otieno,okello,1987-08-27
752,jane,smith,1992-03-22
753,faith,otieno,1990-06-25
754,jane,kamau,1999-10-17
755,jane,smith,1997-05-12
756,otieno,otieno,1992-03-21
757,john,njoroge,1976-02-10
758,faith,abdul,1977-03-22
759,mwangi,otieno,2007-03-16
760,john,njoroge,1992-06-20
761,mwangi,smith,1988-08-23
762,mary,abdul,1966-01-10
763,aisha,kamau,1977-06-25
764,mwangi,doe,1977-06-09
765,peter,kamau,1977-08-25
766,aisha,otieno,1996-03-04
767,john,abdul,2001-09-15
768,mwangi,okello,1992-02-07
769,peter,kamau,2001-12-25
770,peter,kamau,1989-01-16
771,mwangi,abdul,1978-07-03
772,mwangi,otieno,1972-03-20
773,otieno,smith,1983-01-13
774,faith,abdul,1963-04-26
775,aisha,otieno,2008-11-12
776,faith,doe,1971-08-27
777,peter,doe,1989-10-16
778,otieno,abdul,2007-06-09
779,peter,otieno,2005-08-27
780,aisha,kamau,1962-11-25
781,faith,kamau,1990-09-27
782,jane,doe,1991-12-04
783,mwangi,abdul,2001-08-11
784,aisha,njoroge,1986-10-22
785,peter,okello,1990-12-27
786,peter,smith,1986-02-06
787,otieno,abdul,1970-12-27
788,jane,otieno,1970-07-22
789,aisha,doe,1967-05-24
790,otieno,otieno,2001-06-16
791,faith,doe,2002-11-01
792,mwangi,njoroge,1977-03-21
793,mary,abdul,1973-04-10
794,mary,njoroge,2004-07-14
795,john,okello,2000-08-14
796,aisha,njoroge,1979-11-09
797,peter,doe,1991-06-15
798,faith,okello,1963-10-01
799,jane,doe,1981-09-16
800,aisha,otieno,1991-02-09
801,mwangi,otieno,1980-07-07
802,jane,okello,1970-08-18
803,john,smith,2002-08-21
804,faith,otieno,1978-09-14
805,peter,njoroge,1968-07-06
806,jane,kamau,1993-06-16
807,john,smith,1973-06-09
808,peter,okello,2003-12-25
809,aisha,kamau,1977-06-02
810,faith,kamau,1975-09-24
811,aisha,doe,1966-09-15
812,mary,kamau,2007-03-09
813,mwangi,okello,1964-04-23
814,mary,kamau,1994-02-23
815,otieno,njoroge,2008-05-25
816,mwangi,abdul,1987-12-02
817,faith,doe,1990-02-07
818,mary,njoroge,2009-06-24
819,faith,njoroge,1982-01-14
820,jane,doe,1983-06-02
821,faith,doe,1987-06-11
822,mwangi,njoroge,1995-03-17
823,john,njoroge,2010-03-02
824,peter,smith,2002-01-12
825,faith,njoroge,1982-09-15
826,faith,njoroge,1990-07-17
827,peter,okello,1978-01-08
828,otieno,njoroge,2003-09-16
829,aisha,otieno,2005-08-17
830,mwangi,otieno,1961-06-19
831,peter,smith,1968-12-12
832,jane,otieno,1998-01-19
833,faith,okello,1969-06-02
834,faith,doe,2005-06-06
835,jane,doe,1980-07-08
836,aisha,abdul,1983-06-09
837,mwangi,doe,1987-07-04
838,peter,smith,1996-11-26
839,aisha,otieno,1995-06-26
840,otieno,njoroge,2007-12-23
841,jane,smith,1984-11-25
842,mary,otieno,1975-05-05
843,otieno,doe,1994-05-14
844,mwangi,abdul,1968-01-11
845,faith,doe,1985-09-08
846,mary,okello,1969-01-20
847,mwangi,abdul,2004-06-20
848,jane,doe,2010-12-08
849,mwangi,doe,1986-06-22
850,mary,kamau,1964-01-11
851,john,smith,1999-04-11
852,john,okello,1977-09-04
853,mary,njoroge,1992-10-17
854,jane,kamau,1982-06-26
855,jane,kamau,2004-02-27
856,mwangi,abdul,2003-03-12
857,otieno,njoroge,1990-06-03
858,otieno,otieno,2008-11-19
859,aisha,okello,1971-11-23
860,otieno,otieno,1996-01-18
861,john,kamau,2009-10-09
862,peter,smith,1999-06-19
863,john,abdul,1983-02-28
864,jane,okello,1993-06-21
865,faith,njoroge,1989-08-18
866,jane,kamau,1974-05-24
867,peter,abdul,1976-08-05
