id,first_name,last_name,dob
234,mary,kamau,1973-10-13
235,john,oiteno,1969-02-05
236,aisha,doe,1973-11-16
237,mary,smith,1960-04-17
238,john,abudl,1966-05-02
239,aisha,otieno,1988-07-09
240,mary,smith,2001-06-28
241,mwangi,adbul,1973-01-14
242,faith,doe,1974-12-28
243,,kamau,1968-08-06
244,john,kmaau,1970-08-27
245,jane,ode,1993-09-14
246,jane,simth,2003-09-11
247,peter,kamau,1968-03-05
248,jane,kamau,1992-07-06
249,mary,adbul,1971-12-05
250,epter,koello,2006-02-04
251,peter,njoroge,2005-08-20
252,jane,njoroge,1993-02-03
253,aisha,okello,1978-09-20
254,peter,smith,1969-07-12
255,asiha,okello,1965-08-20
256,afith,oekllo,2009-05-19
257,otieno,deo,1975-02-01
258,toyno,kamua,1990-09-05
259,otyno,doe,2009-02-04
260,otieno,kamau,1997-04-13
261,jane,otieno,1998-11-08
262,mwanig,okello,2006-03-02
263,aisha,smith,1981-02-04
264,john,njoroge,1982-12-20
265,mary,okello,1985-07-24
266,,abdul,1985-06-17
267,,kamau,2007-01-21
268,,otieno,1971-07-24
269,otyno,deo,1964-12-21
270,mwangi,doe,1962-07-06
271,otyno,okello,1997-07-13
272,,badul,1961-07-02
273,mary,oteino,2001-05-03
274,otieno,kamau,2000-02-21
275,petre,doe,1964-02-03
276,peter,kamau,2005-06-13
277,mary,njoroeg,2009-11-09
278,mwangi,doe,1993-06-05
279,,oklelo,1995-07-17
280,aisha,abdul,2006-11-28
281,,kamau,1964-12-06
282,peter,abdul,1984-06-28
283,aisha,ode,1984-02-27
284,faith,,1993-06-06
285,mary,okello,1980-04-19
286,jane,akmau,2004-11-01
287,oiteno,oiteno,1984-11-15
288,jane,msith,1982-02-12
289,otieno,abdul,2000-02-01
290,faith,koello,1981-06-27
291,mwangi,doe,1983-10-21
292,mary,smith,2010-08-25
293,john,,1967-07-03
294,mwangi,deo,1977-01-21
295,mwangi,abdul,1994-01-28
296,peetr,kamau,2001-12-22
297,jane,njoroge,1975-04-09
298,faith,deo,1975-05-07
299,mwangi,badul,1989-11-07
300,faith,kamau,1993-08-28
301,mwangi,,1974-01-11
302,jane,otieno,1970-10-13
303,otieno,abdul,2008-07-22
304,otieno,kamau,1999-11-03
305,faith,kamau,2007-02-19
306,peter,smtih,1972-08-18
307,faith,oteino,1963-12-28
308,mary,njoroge,1970-08-26
309,ajne,otieno,1971-05-14
310,aisha,,1977-12-02
311,john,kamau,1998-05-14
312,john,,1984-10-13
313,,simth,1995-04-19
314,jane,okello,1960-07-14
315,faith,otieno,2010-06-23
316,peter,doe,2008-01-05
317,otieon,smith,1983-03-25
318,mwangi,okello,2003-08-18
319,otieno,kamau,1990-12-05
320,jnae,abdul,1975-11-11
321,epter,,2002-08-16
322,ojhn,otieno,1964-03-19
323,afith,,2010-02-13
324,aisha,msith,1964-06-06
325,oteino,doe,1965-02-17
326,peter,doe,1976-04-18
327,jaen,,1966-12-03
328,mwangi,otieno,1963-02-10
329,jane,jnoroge,1995-04-10
330,iasha,abdul,1974-04-01
331,iasha,msith,1969-05-17
332,aisha,smith,1961-07-08
333,mayr,smith,1969-03-07
334,faith,doe,1984-03-18
335,epter,abdul,1977-02-06
336,peter,otieno,2009-09-15
337,john,smith,1972-11-23
338,toyno,doe,1998-01-04
339,,smith,1979-09-13
340,mwangi,oiteno,1963-10-22
341,faith,abdlu,1998-04-04
342,john,smith,1963-02-24
343,faith,kamau,1978-06-28
344,jane,otieno,1969-09-03
345,peter,jnoroge,1975-02-17
346,faith,abdul,1986-07-02
347,john,toieno,1981-09-22
348,john,okello,1992-05-23
349,otieno,,1984-12-02
350,aisha,otieno,1963-06-23
351,otieno,okello,1994-06-03
352,aisha,okello,2004-08-01
353,,smtih,1979-06-27
354,pteer,otieno,1960-04-16
355,mayr,koello,1988-09-06
356,otineo,abdul,1991-03-14
357,jane,doe,2003-09-12
358,faith,,1966-12-21
359,otieno,oklelo,1966-05-21
360,ajne,abdul,1996-01-18
361,faith,njoroge,1993-10-12
362,jane,,2006-06-05
363,aihsa,,1960-04-23
364,peter,ode,1989-01-07
365,mary,kaamu,1977-02-03
366,john,doe,1980-09-20
367,otieno,otieno,1973-11-28
368,mary,smith,1994-06-18
369,aisha,doe,2005-03-08
370,aisha,doe,1977-09-11
371,peter,okello,1997-05-24
372,mray,simth,2003-06-03
373,mwangi,smith,1979-11-05
374,amry,kamau,1998-07-28
375,peter,,1973-01-08
376,aisha,okello,1999-06-26
377,peter,kamau,1966-07-03
378,,njoroge,1975-07-15
379,mwangi,,1974-03-27
380,,njoorge,1996-09-20
381,,msith,2007-12-08
382,otieno,doe,2007-10-27
383,,doe,2009-12-10
384,aisah,kamau,1980-10-24
385,,kamau,1982-06-14
386,faith,okello,1974-04-08
387,aisha,smtih,1976-06-27
388,john,adbul,1998-07-03
389,ojhn,koello,1966-11-23
390,oiteno,doe,1988-08-16
391,,msith,1985-11-27
392,faith,oiteno,1976-11-14
393,mwangi,kamua,1981-01-20
394,,kmaau,1996-06-26
395,jane,kamua,1988-11-01
396,jane,smith,2009-11-02
397,john,njoroeg,1977-03-27
398,jane,smith,1984-02-09
399,john,kamau,1992-12-21
400,peter,doe,1984-02-12
401,,otieno,1995-12-13
402,fiath,kamau,2007-08-21
403,petre,kamau,1981-07-09
404,aisah,njoroge,1962-05-25
405,mwangi,abdul,1994-10-20
406,ojhn,abdul,2004-12-06
407,mary,deo,1975-02-03
408,jane,okello,1974-03-19
409,john,kmaau,1979-05-13
410,faith,abdul,1985-11-15
411,iasha,,1986-09-02
412,mray,oiteno,1967-11-20
413,mary,abdul,1988-12-12
414,faith,koello,1988-06-04
415,amry,abdul,1999-06-23
416,peter,doe,1969-10-19
417,mary,jnoroge,2007-12-27
418,mary,deo,2007-01-11
419,pteer,okello,1973-04-20
420,john,otieon,1978-11-19
421,otieon,okello,2007-05-17
422,jhon,smith,1964-11-04
423,oteino,smiht,2009-04-20
424,,toieno,2007-07-09
425,otineo,njoroge,1997-10-15
426,toieno,smith,1976-12-15
427,john,njoroge,1991-11-26
428,jane,otieno,1979-02-02
429,mary,,2002-03-26
430,peter,msith,1961-08-02
431,otieno,otieno,1979-04-14
432,jaen,simth,2005-09-16
433,mary,doe,1976-01-28
434,peter,,1961-02-22
435,otyno,okello,2003-04-04
436,peter,otieno,2000-05-20
437,,njoroge,1973-02-11
438,mwnagi,abdlu,2001-09-23
439,aisah,abdul,1988-07-10
440,toieno,oekllo,1980-07-24
441,faiht,kamau,1969-10-10
442,jaen,smith,1966-04-03
443,jane,otineo,1974-02-28
444,john,okello,1980-03-01
445,faith,otieno,1998-11-10
446,mwangi,kamau,1968-03-01
447,jane,kamau,2009-05-10
448,faith,doe,1983-08-06
449,peter,doe,1990-10-12
450,jonh,otieno,1962-03-21
451,peter,kamua,1967-06-02
452,otieno,njoroge,1990-11-10
453,,doe,1997-11-27
454,john,otieno,1968-05-21
455,,doe,2009-05-11
456,faith,ode,1966-02-19
457,aisha,otieno,1962-02-24
458,aisha,smiht,1976-03-07
459,faith,abdul,1984-09-03
460,peter,otieno,1995-07-14
461,mwangi,nojroge,2009-06-24
462,mwangi,koello,1984-02-12
463,john,njoroge,1972-09-04
464,toieno,msith,1963-07-17
465,faith,,1999-02-20
466,pteer,smith,1961-08-06
467,peter,adbul,1989-08-17
468,aisha,okello,1999-05-25
469,oiteno,okello,1994-11-20
470,pteer,,1997-03-08
471,,abdlu,1997-04-09
472,mwangi,okello,1983-02-07
473,mwangi,smtih,2010-08-16
474,jane,deo,1987-05-24
475,faith,deo,2006-10-23
476,jane,adbul,1961-11-18
477,,otieno,1961-08-01
478,petre,kamau,1989-01-17
479,aisha,otieno,2008-10-05
480,jane,otieno,1982-03-08
481,jhon,otieno,1974-05-21
482,faith,kmaau,1997-09-15
483,otieno,abdul,1972-11-16
484,faith,adbul,2009-01-18
485,faith,okello,1975-04-03
486,mayr,smith,1989-11-24
487,jhon,akmau,1978-08-23
488,jane,kamau,1990-06-28
489,jane,,1970-04-15
490,otyno,njoroge,1965-05-05
491,mayr,adbul,1972-06-28
492,faith,,1983-10-14
493,iasha,smith,1988-10-07
494,afith,deo,1986-02-04
495,aisha,,1976-07-14
496,jaen,smith,1978-08-14
497,aihsa,kmaau,1996-06-03
498,aisha,kmaau,1982-03-04
499,ojhn,badul,2003-10-12
500,iasha,doe,1961-02-11
501,peter,okello,1973-11-02
502,peter,okello,1975-11-22
503,jane,okello,1978-09-07
504,,,1996-09-06
505,mwangi,,2010-10-06
506,oteino,njoroge,1971-09-02
507,aisha,njoroge,1970-01-21
508,faith,okelol,1987-01-07
509,,njoroge,1964-06-09
510,aisha,smith,2007-01-05
511,iasha,okello,1981-12-10
512,jane,doe,1990-07-12
513,jane,smith,1978-07-15
514,john,smith,1981-11-26
515,jnae,otieno,1991-04-28
516,iasha,ode,1998-11-26
517,peter,otieno,2010-02-27
518,mary,njorgoe,2004-02-28
519,otyno,smith,1994-08-27
520,pteer,njoroge,1974-09-17
521,wmangi,njoroge,1991-09-21
522,otieno,smith,1965-01-07
523,ojhn,smith,2010-02-20
524,john,kamau,1974-09-23
525,mary,,1985-05-21
526,peetr,doe,1970-06-23
527,aisha,doe,1984-03-25
528,faith,,2003-06-05
529,peter,njoroge,1987-04-20
530,otineo,njorgoe,1972-07-25
531,aisha,kamau,1976-04-11
532,mwnagi,abudl,1991-12-24
533,jane,smiht,1972-11-27
534,otieon,simth,1993-01-26
535,aisha,okello,1974-02-14
536,john,kamau,1963-04-13
537,faith,deo,1963-06-21
538,john,okello,1981-07-23
539,otieno,otieon,1975-10-19
540,jane,otieno,1965-06-26
541,aisha,doe,1965-05-22
542,mwangi,otieno,1990-05-01
543,mwangi,okello,1974-10-08
544,ajne,smith,2003-01-18
545,aisha,kaamu,1965-12-01
546,mary,kamau,1966-12-01
547,john,msith,1968-07-21
548,peter,doe,1960-02-12
549,jonh,otieno,1988-04-11
550,faith,abdul,2007-08-17
551,otyno,simth,1973-08-07
552,,kamau,2003-11-15
553,jane,kamua,2008-09-11
554,mary,doe,2010-03-11
555,asiha,okello,1990-10-10
556,jane,smith,1992-05-17
557,peter,abdul,1975-07-09
558,otyno,kamau,1993-01-23
559,john,,1972-02-03
560,mwangi,,1999-10-19
561,john,okello,1991-02-02
562,jane,otineo,1999-10-05
563,mayr,,2001-07-03
564,oiteno,toieno,1974-08-06
565,,abdul,1977-12-11
566,mwangi,okelol,1992-02-08
567,asiha,okello,2003-01-07
568,mary,nojroge,1986-04-11
569,jonh,,2007-11-19
570,toyno,deo,1967-01-06
571,otieno,okello,1992-11-20
572,otieno,abdul,2009-09-19
573,mwangi,smith,2000-11-10
574,otieno,otieno,2007-01-03
575,jane,abdul,1988-03-10
576,mawngi,kamau,2003-06-16
577,oiteno,smith,1961-01-09
578,peter,,1971-09-16
579,,doe,2008-05-10
580,,,1989-07-03
581,peter,smiht,1964-11-18
582,faith,kamau,1998-05-09
583,john,abdul,1963-10-01
584,faith,njoroge,1970-11-19
585,otieno,njoroge,1977-12-07
586,,otieno,1991-04-22
587,faith,doe,1999-07-19
588,otieno,kamau,2009-06-21
589,otyno,doe,2004-07-27
590,john,otieno,2009-07-16
591,aisha,okello,2000-10-17
592,otieno,,1988-10-12
593,petre,,1990-07-12
594,faith,okello,1967-10-27
595,peter,abdul,1974-06-17
596,,kamau,2007-10-24
597,otieno,smith,1989-05-26
598,,badul,1968-05-18
599,mwnagi,otieno,1996-07-22
600,faith,smith,2006-08-28
601,asiha,doe,2004-12-19
602,peter,doe,2002-09-04
603,aisha,okello,1966-11-26
604,mayr,kamau,1985-06-13
605,otieno,,1963-04-02
606,,smith,1992-07-09
607,aihsa,kamua,2003-03-21
608,jane,njoroge,2004-06-10
609,faith,badul,1989-04-07
610,,msith,1999-07-24
611,aihsa,doe,1978-12-05
612,peter,,1992-04-12
613,john,abdul,1963-10-01
614,fiath,okello,2003-08-11
615,mary,njoroge,1972-07-20
616,jhon,abdul,1982-07-17
617,oteino,kamau,2004-12-10
618,otieno,okello,1960-04-21
619,jane,abdul,1983-09-28
620,fatih,njoroge,2001-07-12
621,aisha,smith,1971-03-06
622,peter,njoroge,1995-06-09
623,aisha,kamau,1986-11-07
624,jhon,otieno,2006-10-09
625,jane,smith,1996-06-07
626,faith,deo,1969-05-15
627,,,1961-10-25
628,,akmau,1963-06-07
629,fatih,simth,1998-06-08
630,mary,okello,1999-06-09
631,aisha,kamau,1994-06-24
632,peter,oteino,1981-09-16
633,jane,smith,1990-01-20
634,aisha,kamau,1971-11-17
635,otieno,kamau,1967-02-25
636,otieno,,1980-06-11
637,john,njoroge,2005-06-21
638,john,otieno,1974-01-08
639,,jnoroge,1972-01-18
640,john,otieon,1990-06-19
641,john,oekllo,2003-06-08
642,peter,smith,1971-11-01
643,peter,njoroge,1981-10-22
644,afith,oekllo,1990-02-28
645,mary,kamau,1971-03-26
646,,kamau,2000-12-04
647,peetr,simth,1998-07-08
648,,,1989-01-01
649,mary,otieno,1996-08-28
650,john,okello,1965-01-22
651,iasha,otieno,1989-11-12
652,jnae,deo,1974-05-26
653,,smith,1992-09-05
654,pteer,njoorge,1972-11-13
655,peter,abdul,2002-06-16
656,peter,otieno,2007-11-20
657,mary,oteino,1974-10-27
658,,kamua,1979-08-23
659,mwanig,otieno,1977-06-20
660,john,doe,2008-09-07
661,peter,akmau,1971-12-25
662,faith,oiteno,1992-10-13
663,aisha,doe,1999-12-11
664,mawngi,otieno,1986-04-03
665,john,okello,1974-01-07
666,jane,otieno,1972-04-17
667,mary,okello,1977-11-18
668,john,,1990-06-25
669,mwangi,doe,1967-06-23
670,otieno,okello,1981-11-10
671,,kamau,1983-02-28
672,faith,adbul,1970-12-05
673,mwnagi,,1961-07-11
674,otyno,simth,1978-01-27
675,otieno,njorgoe,1989-03-13
676,peter,njoroge,1988-02-15
677,,smith,1980-04-23
678,mwangi,njoroge,2002-03-21
679,fatih,,1966-07-13
680,jaen,okello,1970-06-07
681,jane,doe,2000-03-02
682,faith,,1967-09-27
683,jane,,1965-05-11
684,amry,okello,1980-08-09
685,otieno,abdul,1962-12-03
686,mray,abdul,2009-05-23
687,peter,,1979-09-27
688,john,oekllo,1997-03-18
689,ojhn,,2009-04-25
690,,okelol,1992-08-08
691,john,,1988-04-24
692,mwangi,smith,1987-06-21
693,fiath,doe,2007-06-23
694,john,okello,1964-05-19
695,otieno,smith,1960-10-28
696,mary,deo,1996-12-21
697,faiht,kamau,1968-02-05
698,,okello,1999-10-27
699,jane,doe,2008-08-23
700,mary,doe,1966-11-27
701,john,smith,2003-10-19
702,faith,otieno,1999-05-27
703,mary,njoroge,1962-09-14
704,mary,njoroeg,2009-11-08
705,pteer,,1980-09-23
706,otieno,kamau,1982-02-19
707,john,,1985-10-24
708,otieno,njoroge,2005-07-21
709,petre,otieno,1977-12-15
710,otieno,njoroge,1968-05-21
711,mary,,1961-07-18
712,aisah,oekllo,1989-05-10
713,,njoroge,1992-11-23
714,petre,njorgoe,1998-09-22
715,otyno,smiht,1986-01-09
716,jane,simth,1990-05-24
717,otineo,smith,1988-02-19
718,mwangi,deo,2010-08-05
719,faith,njoroge,2003-12-16
720,jane,smith,2002-10-14
721,mary,,1990-06-24
722,mary,otieno,2007-10-09
723,mary,okello,2010-04-06
724,mary,smith,1988-07-18
725,jonh,smith,1980-07-24
726,jnae,okello,1998-06-25
727,mary,njoroge,2009-12-10
728,,kamau,1966-02-05
729,otieno,smith,1981-11-08
730,petre,smith,1993-06-10
731,faith,akmau,1989-04-02
732,aisha,otieno,2000-06-24
733,,doe,1988-07-13
734,faith,koello,1983-09-17
735,peter,doe,2006-11-10
736,otineo,akmau,1960-12-26
737,mwangi,oklelo,1992-10-11
738,mwnagi,abudl,2001-04-19
739,asiha,akmau,1985-07-10
740,peter,,2006-05-24
741,ajne,smith,2003-10-19
742,mwnagi,smith,1983-11-24
743,aisha,kamau,1995-04-18
744,,njoroge,2000-04-26
745,peter,njoroge,1984-08-13
746,otieno,,1982-10-07
747,mwangi,smith,1995-06-20
748,ojhn,okello,2007-09-14
749,jnae,toieno,1962-06-11
750,aisah,doe,1987-05-05
751,,ode,1997-09-18
752,aisha,njoroge,2004-03-08
753,peter,smiht,1966-11-14
754,faith,,1968-01-02
755,faith,akmau,1992-05-26
756,jane,abdul,1986-09-14
757,asiha,adbul,1998-09-18
758,toyno,smith,1974-08-13
759,,otieno,1973-04-20
760,,akmau,1972-09-01
761,mray,kamau,1978-05-04
762,otineo,abdul,1990-04-03
763,jane,abdlu,1979-09-01
764,,simth,1992-05-14
765,john,abudl,2008-06-27
766,faith,abudl,2002-03-13
767,jane,abdul,1964-02-20
768,jnae,smith,1968-04-01
769,mayr,okello,2010-07-21
770,toieno,abdul,1964-02-06
771,jane,,1982-05-19
772,otieno,smith,1973-07-11
773,faiht,okello,2006-11-26
774,mwagni,kamau,1997-10-20
775,peter,,1966-10-11
776,faith,adbul,1964-09-27
777,mary,smith,1984-07-28
778,pteer,kmaau,1967-06-12
779,peter,doe,1960-12-05
780,john,doe,1977-09-26
781,jane,abdul,1999-11-25
782,mwagni,doe,1988-08-14
783,mary,,2002-10-21
784,,doe,1961-05-22
785,aisha,doe,2008-05-19
786,jane,kamau,1979-06-06
787,john,otieno,1995-07-04
788,oteino,smith,1981-07-02
789,mary,smith,1985-07-09
790,faith,abdul,1967-10-14
791,aihsa,abdlu,1999-01-11
792,otieno,njrooge,2010-10-02
793,mwangi,njoroge,1981-11-16
794,peter,,1991-06-27
795,jnae,doe,1991-03-08
796,mary,okello,1961-02-09
797,,,1989-10-02
798,faith,smith,1978-11-13
799,jane,doe,1992-07-28
800,faith,smiht,1990-01-28
801,peter,njoroge,1981-02-11
802,peter,okello,1965-10-25
803,jhon,njorgoe,1997-11-19
804,aisha,kamau,1965-03-04
805,otieno,smith,1992-04-05
806,,akmau,1981-04-03
807,faith,abudl,1997-05-13
808,,,2007-02-20
809,,njoroge,2003-04-24
810,aisha,badul,2004-01-10
811,aisha,njoroge,1968-05-08
812,mary,smith,2010-01-05
813,amry,adbul,1992-07-21
814,mary,smith,1998-02-14
815,faith,okello,1989-08-06
816,,smith,1974-09-23
817,aisha,okello,1973-10-08
818,john,nojroge,1996-04-25
819,asiha,okello,1983-05-18
820,jhon,okello,1966-10-13
821,peter,ode,1979-07-23
822,mwagni,abdul,1961-03-17
823,,njorgoe,1977-10-08
824,faith,kamau,1965-08-08
825,peter,okello,1988-06-22
826,,,1985-07-25
827,petre,deo,1980-04-27
828,,doe,1995-01-17
829,ojhn,simth,1972-01-11
830,otieno,okello,1986-12-27
831,otieno,smith,1997-06-01
832,mwangi,okello,1985-09-14
833,aihsa,otieno,1964-02-13
834,mwangi,abdul,1960-10-01
835,fiath,otieno,2004-03-20
836,jane,kamau,2001-02-08
837,mary,smith,1961-06-16
838,otieno,,2005-03-16
839,toyno,doe,2009-01-18
840,mwangi,abdul,1960-01-09
841,wmangi,,1999-02-04
842,aisha,otieno,2006-04-19
843,faith,abdul,1970-08-24
844,aisah,doe,1993-06-12
845,,,2005-05-28
846,peetr,oteino,1985-12-09
847,faith,oklelo,1976-04-22
848,ojhn,doe,2010-09-12
849,jane,abdul,1972-04-01
850,aisha,kamau,1995-07-09
851,faith,,2009-01-07
852,jane,otieno,2002-05-21
853,,,1968-01-21
854,jane,njoorge,1979-03-08
855,mary,otineo,1998-10-28
856,aihsa,otieno,1968-09-03
857,faith,kamau,1978-04-27
858,aisha,,1971-09-11
859,aisha,,1988-02-25
860,faith,abdul,1999-05-27
861,jane,smtih,1964-07-19
862,aisha,doe,1964-03-09
863,ajne,okello,1985-07-21
864,aisha,nojroge,1976-04-01
865,peter,smith,1977-06-18
866,faith,,1990-06-15
867,peter,,1960-10-27
868,jane,abudl,1970-02-23
869,peter,okelol,1998-01-19
870,aisah,abudl,1967-06-27
871,mayr,ode,1972-10-13
872,faith,kamau,2010-04-01
873,mwagni,deo,1971-12-13
874,peter,oekllo,1985-11-21
875,mwangi,smtih,2005-09-10
876,faiht,otieno,1962-08-27
877,peter,toieno,1981-01-23
878,john,adbul,2001-03-16
879,otieno,smith,1988-09-23
880,asiha,doe,2003-05-04
881,jane,smith,1984-11-05
882,mwangi,otieno,1987-08-24
883,,doe,1978-03-25
884,faith,okello,1969-12-03
