id,first_name,last_name,dob
213,peter,njoroeg,2010-11-12
214,fiath,doe,1976-11-18
215,otieno,abdul,1963-05-15
216,,abdul,2003-09-19
217,otieno,kamau,1988-09-04
218,ojhn,otieno,1990-12-20
219,peter,doe,1985-08-26
220,,doe,1961-12-16
221,mary,abdul,1987-06-04
222,aisah,otieno,2001-04-07
223,mary,doe,1991-09-18
224,john,abdul,1981-03-05
225,jane,abdul,1962-06-03
226,jane,okello,1995-07-04
227,otieno,okello,1990-07-15
228,mary,abdul,1977-04-03
229,,toieno,1971-03-26
230,aisha,,1961-11-18
231,peter,njoroge,1987-01-24
232,mwangi,simth,1996-07-04
233,peter,toieno,1989-11-13
234,jane,koello,1983-11-17
235,aisha,okello,2007-06-07
236,mwangi,okello,1992-02-09
237,peter,okello,1970-04-04
238,jane,okello,1984-05-11
239,,okello,1974-11-19
240,otineo,okello,2006-03-20
241,mwnagi,abdlu,1974-04-27
242,,smith,1989-04-13
243,peter,kamau,1979-06-02
244,john,smith,1969-09-04
245,mray,smith,2003-07-06
246,otieno,kamau,1972-08-03
247,mwangi,otieno,1991-07-03
248,amry,doe,1998-06-17
249,john,,1960-01-28
250,faith,abdul,1965-07-09
251,john,njoroge,2008-06-17
252,jhon,abdul,2002-04-11
253,john,okello,1985-12-11
254,ojhn,njoroge,1983-06-22
255,mwanig,okello,1988-03-28
256,mwangi,njoroge,1961-11-01
257,,njoroge,2003-10-13
258,mwangi,kamua,1971-06-09
259,aisha,doe,2002-05-08
260,faith,kamau,1972-07-19
261,mary,njoroge,2005-01-02
262,faiht,abdul,1977-09-13
263,mary,smith,1967-05-15
264,mwangi,doe,2009-02-07
265,,otieno,1980-03-10
266,mary,otieno,1978-05-26
267,john,njrooge,1982-10-24
268,mary,adbul,1973-03-03
269,,kamau,1992-05-08
270,mary,abdul,1996-12-14
271,fatih,otieno,1974-04-03
272,,smith,1986-01-11
273,aisah,,1977-01-28
274,mwangi,smith,1962-05-19
275,otieno,okello,1974-01-10
276,,okello,2006-11-16
277,ojhn,,2008-10-09
278,jane,njoroeg,2000-05-21
279,,koello,1996-07-07
280,,abdul,1977-04-03
281,oteino,abdul,1969-10-02
282,otieno,adbul,1995-11-14
283,otyno,otieno,1985-07-04
284,mwagni,doe,1969-12-24
285,peter,kamau,1968-06-07
286,mary,otieno,1987-11-24
287,mray,,1971-06-08
288,john,,1980-03-16
289,peter,,2008-02-13
290,faith,ode,1974-01-04
291,peter,okello,1994-06-03
292,asiha,okello,1977-07-28
293,,smith,1962-04-10
294,faith,smith,1960-12-19
295,mwangi,kamau,1995-05-19
296,faith,deo,1991-07-21
297,peter,njoroge,1979-09-14
298,mwangi,abdul,1977-10-20
299,john,smith,2000-05-04
300,peter,otieno,1998-07-09
301,afith,msith,1986-04-08
302,,abdul,1991-04-10
303,aihsa,smiht,1988-08-08
304,aisha,doe,1963-08-07
305,epter,adbul,1967-06-08
306,mwagni,smith,1968-02-09
307,peter,smtih,1973-04-15
308,aisha,otieno,1965-06-22
309,epter,,1990-12-11
310,john,njrooge,1967-09-24
311,peter,okello,1980-05-08
312,petre,otieno,1980-10-02
313,aisha,doe,1972-03-28
314,aisha,smiht,1989-09-08
315,jane,otieon,1994-03-11
316,peter,njoroge,1980-04-17
317,aisha,doe,1976-11-22
318,jnae,smiht,1972-07-17
319,otieno,otieno,2008-11-24
320,john,doe,2007-03-09
321,peter,otieno,1979-10-23
322,peetr,smith,2006-02-28
323,mwangi,abdul,1990-02-02
324,aisha,otieon,1985-03-12
325,mwangi,kamau,1971-10-11
326,amry,okello,1964-05-06
327,aisha,ode,1993-08-11
328,mary,ode,1964-11-06
329,otieno,doe,1981-07-18
330,mwangi,smith,1989-08-10
331,jane,smith,1991-04-21
332,mary,smith,1960-07-22
333,john,otieno,1994-10-01
334,jonh,okello,1980-09-18
335,faith,,1987-11-23
336,mary,doe,1994-03-27
337,john,njrooge,1994-11-26
338,john,okelol,1967-06-06
339,aisha,njoroge,1986-09-25
340,jonh,jnoroge,1989-12-28
341,peter,otieno,1987-06-06
342,mray,,2003-08-22
343,john,oklelo,1999-01-13
344,jhon,,1999-02-19
345,otieno,otieno,2004-11-10
346,jaen,njoorge,1981-07-15
347,otieno,doe,1999-05-22
348,ajne,smiht,1968-10-06
349,peter,,1970-12-17
350,mayr,smith,1966-07-27
351,jhon,njoroeg,1988-06-18
352,mwangi,kamau,1981-08-27
353,peter,kamau,1969-06-21
354,john,abdlu,1982-04-09
355,john,adbul,1984-10-27
356,otieno,,2000-04-15
357,faith,abdul,1998-10-12
358,aisha,okello,1981-01-24
359,mwangi,doe,1986-02-24
360,mwagni,njoroeg,1997-06-13
361,mary,okello,2000-05-24
362,peter,toieno,1963-09-22
363,faith,doe,1974-10-07
364,jnae,okello,1960-11-06
365,aisha,kamau,1967-10-09
366,john,otieon,1994-04-05
367,aisha,otieno,1969-04-09
368,jane,simth,2009-01-25
369,ajne,doe,1967-05-14
370,mawngi,smith,2009-11-02
371,aisha,deo,1984-02-18
372,jaen,otieno,1996-09-18
373,otieno,okello,2003-12-01
374,john,okello,1986-11-17
375,aisha,doe,1977-01-08
376,mwangi,smtih,1998-08-25
377,mary,njoroge,1996-07-03
378,,okello,1994-03-27
379,mary,okello,2004-05-01
380,jnae,abdul,1979-02-26
381,otieno,simth,1984-01-08
382,mwangi,smith,2006-02-07
383,mary,otieno,1987-07-10
384,asiha,nojroge,1988-11-28
385,epter,kaamu,2009-10-06
386,faith,njoroge,1966-12-16
387,jonh,okello,2010-02-22
388,mwangi,kaamu,1994-11-28
389,peter,doe,1977-07-22
390,jane,njoroge,1974-09-05
391,jane,doe,1961-10-14
392,john,okello,2006-09-04
393,peter,abdlu,1976-11-20
394,faiht,smith,1963-08-15
395,aisha,,2009-10-23
396,mwangi,kamau,1971-04-11
397,petre,smith,1994-10-14
398,fatih,okello,1977-01-15
399,jane,smith,2007-10-22
400,otieno,okello,2000-09-23
401,faiht,njoroge,1979-12-26
402,otyno,njoroge,1966-10-17
403,mary,,1983-09-16
404,otieon,ode,1975-08-21
405,otieno,kamau,1981-09-17
406,mwangi,njoroge,2002-06-19
407,peter,otieno,1999-07-13
408,aihsa,doe,2002-06-07
409,iasha,abdul,1960-03-16
410,peter,otineo,2009-04-11
411,jane,abdul,1985-02-28
412,jonh,njoroge,2002-06-01
413,jane,ode,1980-08-04
414,otieno,abdul,1997-10-10
415,peter,doe,1990-04-08
416,mwangi,otieno,1960-02-17
417,mwnagi,doe,1962-08-22
418,mwangi,smith,1981-05-11
419,faith,njoroge,2000-09-01
420,aisha,ode,1986-01-15
421,jane,smith,1981-12-01
422,mwangi,doe,1993-07-01
423,mwangi,okello,1963-07-03
424,mwangi,smiht,2008-02-22
425,aisha,njoroge,1971-04-21
426,oteino,kamau,1962-08-08
427,aisha,okello,1999-09-15
428,jaen,njorgoe,1991-04-21
429,faith,abdul,2002-01-11
430,toieno,abdul,1963-11-26
431,otyno,deo,1969-07-16
432,,okello,2004-05-22
433,mary,njoroge,1968-08-16
434,aisha,njoroeg,1972-04-16
435,mary,kamau,1996-11-21
436,mwangi,njoroge,1979-04-22
437,otieno,doe,1983-11-18
438,,okello,1997-04-17
439,,simth,2009-01-03
440,,doe,1979-03-02
441,mary,kamau,1973-09-25
442,jane,abdul,2001-01-28
443,,kamau,1986-06-24
444,jane,abdul,1964-09-05
445,john,abdul,2001-08-18
446,mary,njoroge,1973-11-25
447,oteino,njoroge,2006-11-08
448,otyno,ode,1996-09-21
449,,otieno,1985-07-09
450,jane,njorgoe,1982-08-01
451,amry,,1967-06-28
452,mwangi,adbul,1971-09-23
453,faith,doe,1992-10-19
454,mary,smith,1991-08-15
455,faith,doe,1980-04-09
456,aisha,deo,1991-02-13
457,faith,otieno,1961-04-13
458,mwangi,okello,1994-10-28
459,ojhn,otieno,1990-04-26
460,otieno,kmaau,1994-08-14
461,jane,smiht,2008-01-13
462,aisha,kaamu,1978-05-06
463,jonh,abudl,1998-06-11
464,peter,kaamu,1997-12-07
465,peter,smith,1991-04-03
466,jane,doe,1961-12-25
467,aisha,doe,1971-10-25
468,,njoroge,1982-04-17
469,iasha,kamau,1967-06-02
470,otieno,otieno,1971-08-18
471,peter,njoorge,2009-01-19
472,faith,njoroge,2006-02-18
473,faith,doe,1991-09-09
474,petre,okelol,1994-08-11
475,peetr,njoroge,2000-08-19
476,mwangi,okello,1960-09-19
477,mwangi,kmaau,1982-05-18
478,mwangi,okello,1972-05-05
479,faith,doe,2006-06-01
480,peter,doe,1984-08-14
481,epter,toieno,1978-09-26
482,,kamau,1968-01-24
483,mwangi,smtih,1976-05-08
484,ajne,kamau,1988-11-05
485,peter,okello,2004-12-13
486,peter,ode,1964-08-19
487,jonh,doe,1988-12-05
488,otyno,njrooge,2010-12-20
489,john,doe,1973-04-14
490,mary,kamau,1980-06-20
491,otieon,smiht,2003-04-03
492,,doe,1965-05-02
493,mary,smith,2007-08-20
494,mwangi,,1972-07-23
495,mwangi,smith,1995-07-12
496,,,1990-01-23
497,,smith,1966-10-20
498,mwangi,kamau,2004-04-03
499,ajne,njorgoe,1977-06-25
500,mary,okello,1981-04-08
501,toieno,smith,1965-04-23
502,mary,njoroge,1974-02-23
503,peter,kamau,1964-07-06
504,ajne,msith,2001-09-24
505,mary,smith,1975-09-15
506,jonh,njoroge,1993-07-26
507,otieno,njoroge,1979-06-24
508,mwangi,akmau,1987-12-07
509,pteer,kamau,1997-10-15
510,mary,kamua,1975-03-03
511,aisha,doe,1986-10-27
512,pteer,simth,1991-01-05
513,aisha,abdul,1999-07-18
514,mwagni,doe,1986-07-01
515,faith,,1992-03-24
516,aisah,abdul,1989-09-13
517,,abdul,1972-01-14
518,jane,abdul,1996-10-10
519,otieno,otineo,2003-03-03
520,aisha,okello,1966-07-26
521,,toieno,1995-09-20
522,otieno,toieno,1980-08-09
523,mwangi,oiteno,1997-02-07
524,fiath,otieno,1995-02-10
525,faiht,nojroge,1989-04-24
526,aihsa,toieno,1974-07-01
527,peter,smith,1994-03-22
528,john,okello,1973-02-15
529,peter,abdul,1980-12-05
530,peter,otieno,1968-01-21
531,mary,kamau,2008-01-22
532,peter,kamau,1970-09-08
533,aisha,otineo,1976-02-08
534,jane,okello,1969-01-21
535,,kamau,2001-08-02
536,mary,ode,1994-10-06
537,jane,smith,2010-07-06
538,pteer,doe,1968-07-07
539,peter,koello,1986-09-07
540,mary,otieno,1996-04-20
541,,koello,1991-01-11
542,,otieno,2003-02-20
543,aisha,toieno,1972-10-27
544,otineo,kamau,2003-09-27
545,otieno,okelol,1967-10-18
546,mary,okello,1992-12-26
547,jaen,otieno,1986-12-15
548,mwagni,doe,1984-05-18
549,mary,kamau,1997-01-19
550,,oekllo,1990-12-11
551,asiha,,1998-04-12
552,jaen,simth,1989-04-21
553,aisha,otieno,2003-10-13
554,,njoroge,1973-11-13
555,petre,,1963-05-11
556,amry,njoroge,2003-03-17
557,afith,njoroeg,1992-09-15
558,,doe,2007-02-04
559,otyon,njoroge,1987-12-25
560,john,kamau,1981-09-06
561,jhon,njrooge,1976-11-17
562,mwnagi,,1977-10-10
563,aisha,abdul,1970-05-05
564,mwanig,,1987-10-18
565,otineo,,1984-08-10
566,jaen,njorgoe,1994-03-24
567,otineo,otieno,1998-02-17
568,oiteno,okello,1974-12-09
569,oiteno,abdul,1963-07-20
570,mwangi,abdul,1995-02-07
571,jane,oteino,2010-07-17
572,,,1974-10-20
573,amry,smith,1977-12-20
574,otyno,okello,1987-07-03
575,,otieno,1996-02-21
576,otieno,abdul,1982-08-15
577,jane,smith,2007-02-07
578,jane,,1981-11-11
579,wmangi,,1987-01-03
580,mary,msith,1987-03-04
581,mwangi,,2002-09-24
582,john,smith,2006-03-21
583,mwangi,kamau,1990-01-26
584,jane,smith,2001-09-05
585,faith,otieno,2004-09-21
586,peter,jnoroge,1998-10-13
587,otieno,oiteno,1982-12-12
588,jane,abudl,1988-10-10
589,jane,doe,1994-05-18
590,aisha,okello,1963-11-21
591,,smith,1983-08-13
592,,abdul,1972-11-02
593,jane,,1985-06-27
594,mary,otieno,1996-04-08
595,faith,doe,1967-02-03
596,john,otieno,1969-11-01
597,john,abdul,1980-03-23
598,mary,okello,1971-04-06
599,,doe,1967-04-02
600,,njoroge,1979-02-14
601,mwangi,njoroge,1974-07-07
602,mary,adbul,1965-07-20
603,,okello,1997-05-23
604,toieno,njoroeg,1994-10-03
605,pteer,simth,2004-09-11
606,aisha,kamau,1987-08-24
607,jhon,smith,1962-10-18
608,faith,kamua,1961-10-15
609,jaen,deo,1993-09-17
610,otieno,otieno,2002-04-17
611,mwangi,otieno,1988-06-27
612,,otieno,1984-09-11
613,,abdul,1984-01-26
614,mary,,1990-01-04
615,faith,okello,1976-08-05
616,peter,smith,1988-06-18
617,ajne,oklelo,1970-02-08
618,,otieon,1979-09-02
619,aisah,kamau,2004-01-28
620,,,1994-07-18
621,aisha,abdul,1994-09-06
622,aisha,doe,1993-04-01
623,mray,kamau,1974-02-02
624,faith,oiteno,1967-10-07
625,mwanig,toieno,1999-09-24
626,mary,doe,1997-08-19
627,ojhn,abdul,1981-09-19
628,mary,nojroge,2000-01-14
629,faith,kamau,1990-12-10
630,,smith,1980-10-19
631,ojhn,kamau,1983-10-07
632,mwanig,smith,2005-05-25
633,mary,smith,1995-11-13
634,peter,kamau,2006-07-19
635,otieno,kamau,1999-09-08
636,jane,okello,1993-10-01
637,pteer,,1960-03-18
638,,njoroge,1961-10-20
639,john,kamau,1972-12-28
640,aisha,,1961-08-13
641,aisha,,2006-07-24
642,aisha,simth,1985-12-10
643,john,,1960-03-21
644,mary,njoroge,1962-05-23
645,jnae,,1970-06-06
646,aisha,adbul,1996-05-19
647,otyno,otieno,1992-11-05
648,jane,njoroge,1989-09-05
649,faith,njoorge,2002-08-23
650,oteino,njoroge,2008-04-26
651,peter,doe,1980-06-21
652,mary,njoroge,1960-09-22
653,mary,okello,1983-08-26
654,otieno,otieno,1989-04-12
655,faith,doe,1971-10-13
656,mray,okello,1961-09-14
657,mary,smith,1963-12-01
658,jane,kamua,1968-12-18
659,peter,smith,1988-05-20
660,mwangi,otineo,1996-11-11
661,john,oekllo,1981-06-21
662,faith,okello,1979-09-02
663,mary,okelol,1976-02-21
664,,otieno,1970-08-15
665,faiht,otieno,1975-12-18
666,peter,ode,2006-09-16
667,otieno,okello,1994-11-21
668,,smith,1984-01-01
669,otieno,njrooge,1996-01-23
670,aisha,smith,1961-10-28
671,mwangi,smith,1992-05-27
672,aihsa,kamau,1984-12-06
673,wmangi,otieno,1960-11-27
674,otieno,abdul,1968-06-13
675,mwangi,nojroge,1991-02-16
676,aihsa,abdul,1975-07-16
677,ajne,kamau,1988-05-02
678,mary,okello,1971-08-08
679,jane,,1989-03-05
680,,,1978-05-26
681,faith,smith,1991-08-11
682,faith,msith,1972-04-09
683,peter,abdul,2007-02-13
684,faith,okello,2004-04-28
685,mray,njoroge,1992-11-24
686,faith,deo,2003-11-28
687,faith,otieon,1994-02-02
688,jane,smith,1991-11-09
689,aihsa,doe,1985-05-06
690,,kamau,1967-08-07
691,,kamau,1992-10-27
692,otyno,smith,1969-03-13
693,afith,oteino,1987-06-05
694,mary,,1978-04-20
695,peter,doe,1971-03-04
696,epter,okello,1991-07-03
697,pteer,simth,1962-12-04
698,mary,,1981-06-02
699,,kamau,1989-06-23
700,aisha,abdul,1966-08-12
701,asiha,kamau,1961-08-22
702,mary,njorgoe,1974-09-18
703,mwnagi,,1983-06-22
704,otyno,otieon,1983-09-11
705,mwanig,njoroge,1966-09-18
706,faith,kamau,1998-05-10
707,jane,,1983-08-05
708,otineo,doe,2010-02-28
709,mwangi,okello,1994-08-13
710,aihsa,kmaau,2001-08-19
711,mwangi,njoroge,1966-03-27
712,faith,otieno,1972-08-21
713,john,abdul,1977-04-12
714,jnae,,1967-06-21
715,otieno,,2004-06-18
716,john,abdul,2006-09-13
717,jnae,njoroge,1999-08-09
718,peter,njoroge,1983-11-03
719,peter,doe,1980-02-25
720,mayr,otieno,1975-05-08
721,mary,doe,2008-07-05
722,john,,1990-08-08
723,wmangi,msith,1985-08-09
724,peter,abdul,2006-12-10
725,faith,okello,1995-12-13
726,aisha,smith,1997-10-06
727,mwangi,koello,1983-08-27
728,mwangi,kmaau,1968-08-28
729,,okello,1998-07-05
730,mwangi,,1993-10-01
731,mwangi,abdul,2002-12-08
732,john,njoorge,2003-10-27
733,,kamau,2003-10-28
734,ojhn,kamau,1964-04-04
735,john,okello,1994-05-01
736,jane,otieon,1974-05-02
737,mwangi,otieno,1987-08-18
738,faith,njorgoe,1969-01-28
739,jane,abdul,2002-02-18
740,mwangi,njoroge,1990-09-01
741,otieon,otieon,2002-09-28
742,amry,njoorge,2007-09-07
743,,,1978-11-01
744,otineo,doe,1963-09-07
745,peter,kamau,1999-11-13
746,,njorgoe,1992-07-16
747,faiht,smiht,2008-12-06
748,oiteno,,2000-08-19
749,epter,smtih,1994-06-24
750,,njoroge,1967-05-16
751,peter,doe,1973-11-12
752,mary,deo,1964-06-26
753,otieno,otineo,1966-03-21
754,jhon,smith,1989-06-22
755,mary,,1973-10-18
756,otieno,jnoroge,2007-08-13
757,mary,abudl,2010-05-09
758,jane,oiteno,1993-06-22
759,aisha,abdul,1992-09-01
760,jhon,,1983-04-14
761,amry,deo,1980-07-21
762,mwangi,smiht,1967-07-09
763,mary,njoroge,1992-06-24
764,mary,deo,1980-10-02
765,mary,doe,1963-01-14
766,mary,kamau,1997-09-06
767,john,njoroge,1977-12-13
768,otieno,doe,1974-03-09
769,otieno,okello,1961-08-19
770,,doe,2006-01-12
771,amry,njoroge,1991-10-16
772,,njoroge,1994-03-15
773,jane,kamau,2000-11-06
774,peter,otineo,1984-08-24
775,aisha,abdlu,1980-11-07
776,,okello,1961-09-06
777,aisah,otieno,1975-11-25
778,john,kaamu,2010-05-03
779,fatih,kamau,1982-04-04
780,jhon,doe,1961-04-26
781,mray,okello,1994-02-28
782,aisha,kamua,1966-04-26
783,faith,kamau,1970-11-08
784,peter,otieno,2007-11-04
785,mwangi,okello,1980-08-01
786,mray,oiteno,1990-09-02
787,faiht,smith,2008-02-14
788,otieno,otieno,1960-10-05
789,mary,smith,2009-10-24
790,mwangi,doe,1968-10-28
791,faith,otieno,1979-03-13
792,mary,doe,1972-07-16
793,,njoroge,1976-03-07
794,,njoroeg,1983-11-02
795,mary,abdlu,1988-12-12
796,,abdul,1986-01-24
797,jane,otieno,1990-05-24
798,faith,smith,2009-03-04
799,jane,otieno,1970-08-24
800,jane,abdul,1961-01-08
801,john,smtih,1993-02-24
802,ojhn,adbul,2001-12-06
803,jane,kamau,2010-10-10
804,john,okello,1980-12-08
805,jane,otieno,2001-11-21
806,jane,abudl,1996-07-13
807,faith,akmau,1968-07-24
808,otineo,njoroge,1997-05-14
809,jane,kamau,1967-10-18
810,amry,,1971-09-15
811,john,njoroge,2004-09-15
812,jhon,,1982-01-13
813,aisha,ode,2000-08-05
814,faith,otieno,1983-02-17
815,mwangi,,1962-09-26
816,mawngi,okello,1990-12-19
817,peter,kamau,1992-05-22
818,faith,abudl,1991-03-22
819,jane,doe,2009-03-28
820,otieno,otieno,1981-02-06
821,mwnagi,njoroge,1986-12-17
822,otieno,doe,2008-08-20
823,aisha,njrooge,1996-03-19
824,jonh,toieno,1976-08-22
825,,okello,1972-12-16
826,john,smith,1980-02-19
827,jhon,njoroge,2004-07-18
828,peter,adbul,1981-11-02
829,john,okello,2008-08-09
830,,okello,1972-07-24
831,oiteno,smith,1991-03-09
832,otieno,okello,1996-12-13
833,mwangi,njrooge,1980-11-18
834,amry,smith,1962-01-15
835,jane,simth,1980-10-23
836,aisha,okello,1995-03-22
837,jonh,smiht,1984-05-18
838,otyno,doe,1991-04-23
839,aisha,kamau,2005-01-13
840,pteer,smith,1983-03-26
841,peter,oiteno,1974-03-18
842,,otieno,1991-07-18
843,asiha,njoroge,1982-02-24
844,jane,ode,1978-06-25
845,mayr,kamau,2009-09-21
846,peter,njoroge,1969-12-23
847,faith,,1961-08-09
848,mary,kamau,1990-04-07
849,aisha,doe,1985-06-12
850,john,doe,1960-06-18
851,peter,doe,1994-12-09
852,john,okello,1984-07-03
853,aisha,oekllo,1965-07-12
854,peter,smith,1972-05-12
855,jane,njoroge,1995-11-03
856,peter,doe,1971-08-03
857,aisha,otieno,1967-05-22
858,peter,abdlu,1966-02-18
859,faith,abdul,2009-06-15
860,aisha,smith,1981-01-08
861,oteino,smtih,1972-12-05
862,,,1991-07-25
863,mwangi,otieno,1960-03-23
864,peetr,smiht,1982-12-18
865,john,smith,1979-10-07
866,,kamau,1966-04-22
867,peter,otieno,1976-01-01
868,,abudl,1986-06-05
869,,otieno,1975-10-10
870,mwnagi,smith,1966-05-09
871,otieno,okelol,1988-12-08
872,peter,kmaau,2004-08-02
873,jhon,adbul,1990-12-06
874,jane,doe,2007-01-11
875,faith,,1964-01-27
876,toyno,otieno,1971-08-24
877,jane,njoroge,1973-08-06
878,otieno,,2000-08-18
