id,first_name,last_name,dob
209,aisha,abdul,2002-04-11
210,faith,otieno,1998-05-24
211,john,smith,1987-03-25
212,mwangi,kamau,1986-02-07
213,peter,njoroge,2010-11-12
214,faith,doe,1976-11-18
215,otieno,abdul,1963-05-15
216,peter,abdul,2003-09-19
217,otieno,kamau,1988-09-04
218,john,otieno,1990-12-20
219,peter,doe,1985-08-26
220,mary,doe,1961-12-16
221,mary,abdul,1987-06-04
222,aisha,otieno,2001-04-07
223,mary,doe,1991-09-18
224,john,abdul,1981-03-05
225,jane,abdul,1962-06-03
226,jane,okello,1995-07-04
227,otieno,okello,1990-07-15
228,mary,abdul,1977-04-03
229,peter,otieno,1971-03-26
230,aisha,okello,1961-11-18
231,peter,njoroge,1987-01-24
232,mwangi,smith,1996-07-04
233,peter,otieno,1989-11-13
234,jane,okello,1983-11-17
235,aisha,okello,2007-06-07
236,mwangi,okello,1992-02-09
237,peter,okello,1970-04-04
238,jane,okello,1984-05-11
239,otieno,okello,1974-11-19
240,otieno,okello,2006-03-20
241,mwangi,abdul,1974-04-27
242,john,smith,1989-04-13
243,peter,kamau,1979-06-02
244,john,smith,1969-09-04
245,mary,smith,2003-07-06
246,otieno,kamau,1972-08-03
247,mwangi,otieno,1991-07-03
248,mary,doe,1998-06-17
249,john,smith,1960-01-28
250,faith,abdul,1965-07-09
251,john,njoroge,2008-06-17
252,john,abdul,2002-04-11
253,john,okello,1985-12-11
254,john,njoroge,1983-06-22
255,mwangi,okello,1988-03-28
256,mwangi,njoroge,1961-11-01
257,jane,njoroge,2003-10-13
258,mwangi,kamau,1971-06-09
259,aisha,doe,2002-05-08
260,faith,kamau,1972-07-19
261,mary,njoroge,2005-01-02
262,faith,abdul,1977-09-13
263,mary,smith,1967-05-15
264,mwangi,doe,2009-02-07
265,mwangi,otieno,1980-03-10
266,mary,otieno,1978-05-26
267,john,njoroge,1982-10-24
268,mary,abdul,1973-03-03
269,aisha,kamau,1992-05-08
270,mary,abdul,1996-12-14
271,faith,otieno,1974-04-03
272,mary,smith,1986-01-11
273,aisha,njoroge,1977-01-28
274,mwangi,smith,1962-05-19
275,otieno,okello,1974-01-10
276,faith,okello,2006-11-16
277,john,doe,2008-10-09
278,jane,njoroge,2000-05-21
279,aisha,okello,1996-07-07
280,john,abdul,1977-04-03
281,otieno,abdul,1969-10-02
282,otieno,abdul,1995-11-14
283,otieno,otieno,1985-07-04
284,mwangi,doe,1969-12-24
285,peter,kamau,1968-06-07
286,mary,otieno,1987-11-24
287,mary,okello,1971-06-08
288,john,okello,1980-03-16
289,peter,doe,2008-02-13
290,faith,doe,1974-01-04
291,peter,okello,1994-06-03
292,aisha,okello,1977-07-28
293,otieno,smith,1962-04-10
294,faith,smith,1960-12-19
295,mwangi,kamau,1995-05-19
296,faith,doe,1991-07-21
297,peter,njoroge,1979-09-14
298,mwangi,abdul,1977-10-20
299,john,smith,2000-05-04
300,peter,otieno,1998-07-09
301,faith,smith,1986-04-08
302,faith,abdul,1991-04-10
303,aisha,smith,1988-08-08
304,aisha,doe,1963-08-07
305,peter,abdul,1967-06-08
306,mwangi,smith,1968-02-09
307,peter,smith,1973-04-15
308,aisha,otieno,1965-06-22
309,peter,kamau,1990-12-11
310,john,njoroge,1967-09-24
311,peter,okello,1980-05-08
312,peter,otieno,1980-10-02
313,aisha,doe,1972-03-28
314,aisha,smith,1989-09-08
315,jane,otieno,1994-03-11
316,peter,njoroge,1980-04-17
317,aisha,doe,1976-11-22
318,jane,smith,1972-07-17
319,otieno,otieno,2008-11-24
320,john,doe,2007-03-09
321,peter,otieno,1979-10-23
322,peter,smith,2006-02-28
323,mwangi,abdul,1990-02-02
324,aisha,otieno,1985-03-12
325,mwangi,kamau,1971-10-11
326,mary,okello,1964-05-06
327,aisha,doe,1993-08-11
328,mary,doe,1964-11-06
329,otieno,doe,1981-07-18
330,mwangi,smith,1989-08-10
331,jane,smith,1991-04-21
332,mary,smith,1960-07-22
333,john,otieno,1994-10-01
334,john,okello,1980-09-18
335,faith,njoroge,1987-11-23
336,mary,doe,1994-03-27
337,john,njoroge,1994-11-26
338,john,okello,1967-06-06
339,aisha,njoroge,1986-09-25
340,john,njoroge,1989-12-28
341,peter,otieno,1987-06-06
342,mary,okello,2003-08-22
343,john,okello,1999-01-13
344,john,kamau,1999-02-19
345,otieno,otieno,2004-11-10
346,jane,njoroge,1981-07-15
347,otieno,doe,1999-05-22
348,jane,smith,1968-10-06
349,peter,kamau,1970-12-17
350,mary,smith,1966-07-27
351,john,njoroge,1988-06-18
352,mwangi,kamau,1981-08-27
353,peter,kamau,1969-06-21
354,john,abdul,1982-04-09
355,john,abdul,1984-10-27
356,otieno,okello,2000-04-15
357,faith,abdul,1998-10-12
358,aisha,okello,1981-01-24
359,mwangi,doe,1986-02-24
360,mwangi,njoroge,1997-06-13
361,mary,okello,2000-05-24
362,peter,otieno,1963-09-22
363,faith,doe,1974-10-07
364,jane,okello,1960-11-06
365,aisha,kamau,1967-10-09
366,john,otieno,1994-04-05
367,aisha,otieno,1969-04-09
368,jane,smith,2009-01-25
369,jane,doe,1967-05-14
370,mwangi,smith,2009-11-02
371,aisha,doe,1984-02-18
372,jane,otieno,1996-09-18
373,otieno,okello,2003-12-01
374,john,okello,1986-11-17
375,aisha,doe,1977-01-08
376,mwangi,smith,1998-08-25
377,mary,njoroge,1996-07-03
378,mwangi,okello,1994-03-27
379,mary,okello,2004-05-01
380,jane,abdul,1979-02-26
381,otieno,smith,1984-01-08
382,mwangi,smith,2006-02-07
383,mary,otieno,1987-07-10
384,aisha,njoroge,1988-11-28
385,peter,kamau,2009-10-06
386,faith,njoroge,1966-12-16
387,john,okello,2010-02-22
388,mwangi,kamau,1994-11-28
389,peter,doe,1977-07-22
390,jane,njoroge,1974-09-05
391,jane,doe,1961-10-14
392,john,okello,2006-09-04
393,peter,abdul,1976-11-20
394,faith,smith,1963-08-15
395,aisha,kamau,2009-10-23
396,mwangi,kamau,1971-04-11
397,peter,smith,1994-10-14
398,faith,okello,1977-01-15
399,jane,smith,2007-10-22
400,otieno,okello,2000-09-23
401,faith,njoroge,1979-12-26
402,otieno,njoroge,1966-10-17
403,mary,otieno,1983-09-16
404,otieno,doe,1975-08-21
405,otieno,kamau,1981-09-17
406,mwangi,njoroge,2002-06-19
407,peter,otieno,1999-07-13
408,aisha,doe,2002-06-07
409,aisha,abdul,1960-03-16
410,peter,otieno,2009-04-11
411,jane,abdul,1985-02-28
412,john,njoroge,2002-06-01
413,jane,doe,1980-08-04
414,otieno,abdul,1997-10-10
415,peter,doe,1990-04-08
416,mwangi,otieno,1960-02-17
417,mwangi,doe,1962-08-22
418,mwangi,smith,1981-05-11
419,faith,njoroge,2000-09-01
420,aisha,doe,1986-01-15
421,jane,smith,1981-12-01
422,mwangi,doe,1993-07-01
423,mwangi,okello,1963-07-03
424,mwangi,smith,2008-02-22
425,aisha,njoroge,1971-04-21
426,otieno,kamau,1962-08-08
427,aisha,okello,1999-09-15
428,jane,njoroge,1991-04-21
429,faith,abdul,2002-01-11
430,otieno,abdul,1963-11-26
431,otieno,doe,1969-07-16
432,otieno,okello,2004-05-22
433,mary,njoroge,1968-08-16
434,aisha,njoroge,1972-04-16
435,mary,kamau,1996-11-21
436,mwangi,njoroge,1979-04-22
437,otieno,doe,1983-11-18
438,otieno,okello,1997-04-17
439,faith,smith,2009-01-03
440,mary,doe,1979-03-02
441,mary,kamau,1973-09-25
442,jane,abdul,2001-01-28
443,aisha,kamau,1986-06-24
444,jane,abdul,1964-09-05
445,john,abdul,2001-08-18
446,mary,njoroge,1973-11-25
447,otieno,njoroge,2006-11-08
448,otieno,doe,1996-09-21
449,peter,otieno,1985-07-09
450,jane,njoroge,1982-08-01
451,mary,njoroge,1967-06-28
452,mwangi,abdul,1971-09-23
453,faith,doe,1992-10-19
454,mary,smith,1991-08-15
455,faith,doe,1980-04-09
456,aisha,doe,1991-02-13
457,faith,otieno,1961-04-13
458,mwangi,okello,1994-10-28
459,john,otieno,1990-04-26
460,otieno,kamau,1994-08-14
461,jane,smith,2008-01-13
462,aisha,kamau,1978-05-06
463,john,abdul,1998-06-11
464,peter,kamau,1997-12-07
465,peter,smith,1991-04-03
466,jane,doe,1961-12-25
467,aisha,doe,1971-10-25
468,peter,njoroge,1982-04-17
469,aisha,kamau,1967-06-02
470,otieno,otieno,1971-08-18
471,peter,njoroge,2009-01-19
472,faith,njoroge,2006-02-18
473,faith,doe,1991-09-09
474,peter,okello,1994-08-11
475,peter,njoroge,2000-08-19
476,mwangi,okello,1960-09-19
477,mwangi,kamau,1982-05-18
478,mwangi,okello,1972-05-05
479,faith,doe,2006-06-01
480,peter,doe,1984-08-14
481,peter,otieno,1978-09-26
482,mary,kamau,1968-01-24
483,mwangi,smith,1976-05-08
484,jane,kamau,1988-11-05
485,peter,okello,2004-12-13
486,peter,doe,1964-08-19
487,john,doe,1988-12-05
488,otieno,njoroge,2010-12-20
489,john,doe,1973-04-14
490,mary,kamau,1980-06-20
491,otieno,smith,2003-04-03
492,aisha,doe,1965-05-02
493,mary,smith,2007-08-20
494,mwangi,kamau,1972-07-23
495,mwangi,smith,1995-07-12
496,otieno,doe,1990-01-23
497,mwangi,smith,1966-10-20
498,mwangi,kamau,2004-04-03
499,jane,njoroge,1977-06-25
500,mary,okello,1981-04-08
501,otieno,smith,1965-04-23
502,mary,njoroge,1974-02-23
503,peter,kamau,1964-07-06
504,jane,smith,2001-09-24
505,mary,smith,1975-09-15
506,john,njoroge,1993-07-26
507,otieno,njoroge,1979-06-24
508,mwangi,kamau,1987-12-07
509,peter,kamau,1997-10-15
510,mary,kamau,1975-03-03
511,aisha,doe,1986-10-27
512,peter,smith,1991-01-05
513,aisha,abdul,1999-07-18
514,mwangi,doe,1986-07-01
515,faith,njoroge,1992-03-24
516,aisha,abdul,1989-09-13
517,jane,abdul,1972-01-14
518,jane,abdul,1996-10-10
519,otieno,otieno,2003-03-03
520,aisha,okello,1966-07-26
521,aisha,otieno,1995-09-20
522,otieno,otieno,1980-08-09
523,mwangi,otieno,1997-02-07
524,faith,otieno,1995-02-10
525,faith,njoroge,1989-04-24
526,aisha,otieno,1974-07-01
527,peter,smith,1994-03-22
528,john,okello,1973-02-15
529,peter,abdul,1980-12-05
530,peter,otieno,1968-01-21
531,mary,kamau,2008-01-22
532,peter,kamau,1970-09-08
533,aisha,otieno,1976-02-08
534,jane,okello,1969-01-21
535,john,kamau,2001-08-02
536,mary,doe,1994-10-06
537,jane,smith,2010-07-06
538,peter,doe,1968-07-07
539,peter,okello,1986-09-07
540,mary,otieno,1996-04-20
541,faith,okello,1991-01-11
542,john,otieno,2003-02-20
543,aisha,otieno,1972-10-27
544,otieno,kamau,2003-09-27
545,otieno,okello,1967-10-18
546,mary,okello,1992-12-26
547,jane,otieno,1986-12-15
548,mwangi,doe,1984-05-18
549,mary,kamau,1997-01-19
550,mary,okello,1990-12-11
551,aisha,njoroge,1998-04-12
552,jane,smith,1989-04-21
553,aisha,otieno,2003-10-13
554,otieno,njoroge,1973-11-13
555,peter,njoroge,1963-05-11
556,mary,njoroge,2003-03-17
557,faith,njoroge,1992-09-15
558,john,doe,2007-02-04
559,otieno,njoroge,1987-12-25
560,john,kamau,1981-09-06
561,john,njoroge,1976-11-17
562,mwangi,kamau,1977-10-10
563,aisha,abdul,1970-05-05
564,mwangi,okello,1987-10-18
565,otieno,abdul,1984-08-10
566,jane,njoroge,1994-03-24
567,otieno,otieno,1998-02-17
568,otieno,okello,1974-12-09
569,otieno,abdul,1963-07-20
570,mwangi,abdul,1995-02-07
571,jane,otieno,2010-07-17
572,aisha,abdul,1974-10-20
573,mary,smith,1977-12-20
574,otieno,okello,1987-07-03
575,jane,otieno,1996-02-21
576,otieno,abdul,1982-08-15
577,jane,smith,2007-02-07
578,jane,okello,1981-11-11
579,mwangi,doe,1987-01-03
580,mary,smith,1987-03-04
581,mwangi,okello,2002-09-24
582,john,smith,2006-03-21
583,mwangi,kamau,1990-01-26
584,jane,smith,2001-09-05
585,faith,otieno,2004-09-21
586,peter,njoroge,1998-10-13
587,otieno,otieno,1982-12-12
588,jane,abdul,1988-10-10
589,jane,doe,1994-05-18
590,aisha,okello,1963-11-21
591,jane,smith,1983-08-13
592,jane,abdul,1972-11-02
593,jane,njoroge,1985-06-27
594,mary,otieno,1996-04-08
595,faith,doe,1967-02-03
596,john,otieno,1969-11-01
597,john,abdul,1980-03-23
598,mary,okello,1971-04-06
599,faith,doe,1967-04-02
600,jane,njoroge,1979-02-14
601,mwangi,njoroge,1974-07-07
602,mary,abdul,1965-07-20
603,faith,okello,1997-05-23
604,otieno,njoroge,1994-10-03
605,peter,smith,2004-09-11
606,aisha,kamau,1987-08-24
607,john,smith,1962-10-18
608,faith,kamau,1961-10-15
609,jane,doe,1993-09-17
610,otieno,otieno,2002-04-17
611,mwangi,otieno,1988-06-27
612,peter,otieno,1984-09-11
613,jane,abdul,1984-01-26
614,mary,okello,1990-01-04
615,faith,okello,1976-08-05
616,peter,smith,1988-06-18
617,jane,okello,1970-02-08
618,peter,otieno,1979-09-02
619,aisha,kamau,2004-01-28
620,peter,okello,1994-07-18
621,aisha,abdul,1994-09-06
622,aisha,doe,1993-04-01
623,mary,kamau,1974-02-02
624,faith,otieno,1967-10-07
625,mwangi,otieno,1999-09-24
626,mary,doe,1997-08-19
627,john,abdul,1981-09-19
628,mary,njoroge,2000-01-14
629,faith,kamau,1990-12-10
630,mary,smith,1980-10-19
631,john,kamau,1983-10-07
632,mwangi,smith,2005-05-25
633,mary,smith,1995-11-13
634,peter,kamau,2006-07-19
635,otieno,kamau,1999-09-08
636,jane,okello,1993-10-01
637,peter,njoroge,1960-03-18
638,otieno,njoroge,1961-10-20
639,john,kamau,1972-12-28
640,aisha,doe,1961-08-13
641,aisha,kamau,2006-07-24
642,aisha,smith,1985-12-10
643,john,otieno,1960-03-21
644,mary,njoroge,1962-05-23
645,jane,kamau,1970-06-06
646,aisha,abdul,1996-05-19
647,otieno,otieno,1992-11-05
648,jane,njoroge,1989-09-05
649,faith,njoroge,2002-08-23
650,otieno,njoroge,2008-04-26
651,peter,doe,1980-06-21
652,mary,njoroge,1960-09-22
653,mary,okello,1983-08-26
654,otieno,otieno,1989-04-12
655,faith,doe,1971-10-13
656,mary,okello,1961-09-14
657,mary,smith,1963-12-01
658,jane,kamau,1968-12-18
659,peter,smith,1988-05-20
660,mwangi,otieno,1996-11-11
661,john,okello,1981-06-21
662,faith,okello,1979-09-02
663,mary,okello,1976-02-21
664,mwangi,otieno,1970-08-15
665,faith,otieno,1975-12-18
666,peter,doe,2006-09-16
667,otieno,okello,1994-11-21
668,peter,smith,1984-01-01
669,otieno,njoroge,1996-01-23
670,aisha,smith,1961-10-28
671,mwangi,smith,1992-05-27
672,aisha,kamau,1984-12-06
673,mwangi,otieno,1960-11-27
674,otieno,abdul,1968-06-13
675,mwangi,njoroge,1991-02-16
676,aisha,abdul,1975-07-16
677,jane,kamau,1988-05-02
678,mary,okello,1971-08-08
679,jane,njoroge,1989-03-05
680,otieno,otieno,1978-05-26
681,faith,smith,1991-08-11
682,faith,smith,1972-04-09
683,peter,abdul,2007-02-13
684,faith,okello,2004-04-28
685,mary,njoroge,1992-11-24
686,faith,doe,2003-11-28
687,faith,otieno,1994-02-02
688,jane,smith,1991-11-09
689,aisha,doe,1985-05-06
690,mary,kamau,1967-08-07
691,john,kamau,1992-10-27
692,otieno,smith,1969-03-13
693,faith,otieno,1987-06-05
694,mary,okello,1978-04-20
695,peter,doe,1971-03-04
696,peter,okello,1991-07-03
697,peter,smith,1962-12-04
698,mary,kamau,1981-06-02
699,aisha,kamau,1989-06-23
700,aisha,abdul,1966-08-12
701,aisha,kamau,1961-08-22
702,mary,njoroge,1974-09-18
703,mwangi,kamau,1983-06-22
704,otieno,otieno,1983-09-11
705,mwangi,njoroge,1966-09-18
706,faith,kamau,1998-05-10
707,jane,kamau,1983-08-05
708,otieno,doe,2010-02-28
709,mwangi,okello,1994-08-13
710,aisha,kamau,2001-08-19
711,mwangi,njoroge,1966-03-27
712,faith,otieno,1972-08-21
713,john,abdul,1977-04-12
714,jane,smith,1967-06-21
715,otieno,njoroge,2004-06-18
716,john,abdul,2006-09-13
717,jane,njoroge,1999-08-09
718,peter,njoroge,1983-11-03
719,peter,doe,1980-02-25
720,mary,otieno,1975-05-08
721,mary,doe,2008-07-05
722,john,okello,1990-08-08
723,mwangi,smith,1985-08-09
724,peter,abdul,2006-12-10
725,faith,okello,1995-12-13
726,aisha,smith,1997-10-06
727,mwangi,okello,1983-08-27
728,mwangi,kamau,1968-08-28
729,mary,okello,1998-07-05
730,mwangi,kamau,1993-10-01
731,mwangi,abdul,2002-12-08
732,john,njoroge,2003-10-27
733,mary,kamau,2003-10-28
734,john,kamau,1964-04-04
735,john,okello,1994-05-01
736,jane,otieno,1974-05-02
737,mwangi,otieno,1987-08-18
738,faith,njoroge,1969-01-28
739,jane,abdul,2002-02-18
740,mwangi,njoroge,1990-09-01
741,otieno,otieno,2002-09-28
742,mary,njoroge,2007-09-07
743,john,smith,1978-11-01
744,otieno,doe,1963-09-07
745,peter,kamau,1999-11-13
746,mwangi,njoroge,1992-07-16
747,faith,smith,2008-12-06
748,otieno,kamau,2000-08-19
749,peter,smith,1994-06-24
750,john,njoroge,1967-05-16
751,peter,doe,1973-11-12
752,mary,doe,1964-06-26
753,otieno,otieno,1966-03-21
754,john,smith,1989-06-22
755,mary,okello,1973-10-18
756,otieno,njoroge,2007-08-13
757,mary,abdul,2010-05-09
758,jane,otieno,1993-06-22
759,aisha,abdul,1992-09-01
760,john,njoroge,1983-04-14
761,mary,doe,1980-07-21
762,mwangi,smith,1967-07-09
763,mary,njoroge,1992-06-24
764,mary,doe,1980-10-02
765,mary,doe,1963-01-14
766,mary,kamau,1997-09-06
767,john,njoroge,1977-12-13
768,otieno,doe,1974-03-09
769,otieno,okello,1961-08-19
770,faith,doe,2006-01-12
771,mary,njoroge,1991-10-16
772,otieno,njoroge,1994-03-15
773,jane,kamau,2000-11-06
774,peter,otieno,1984-08-24
775,aisha,abdul,1980-11-07
776,faith,okello,1961-09-06
777,aisha,otieno,1975-11-25
778,john,kamau,2010-05-03
779,faith,kamau,1982-04-04
780,john,doe,1961-04-26
781,mary,okello,1994-02-28
782,aisha,kamau,1966-04-26
783,faith,kamau,1970-11-08
784,peter,otieno,2007-11-04
785,mwangi,okello,1980-08-01
786,mary,otieno,1990-09-02
787,faith,smith,2008-02-14
788,otieno,otieno,1960-10-05
789,mary,smith,2009-10-24
790,mwangi,doe,1968-10-28
791,faith,otieno,1979-03-13
792,mary,doe,1972-07-16
793,otieno,njoroge,1976-03-07
794,peter,njoroge,1983-11-02
795,mary,abdul,1988-12-12
796,john,abdul,1986-01-24
797,jane,otieno,1990-05-24
798,faith,smith,2009-03-04
799,jane,otieno,1970-08-24
800,jane,abdul,1961-01-08
801,john,smith,1993-02-24
802,john,abdul,2001-12-06
803,jane,kamau,2010-10-10
804,john,okello,1980-12-08
805,jane,otieno,2001-11-21
806,jane,abdul,1996-07-13
807,faith,kamau,1968-07-24
808,otieno,njoroge,1997-05-14
809,jane,kamau,1967-10-18
810,mary,kamau,1971-09-15
811,john,njoroge,2004-09-15
812,john,doe,1982-01-13
813,aisha,doe,2000-08-05
814,faith,otieno,1983-02-17
815,mwangi,otieno,1962-09-26
816,mwangi,okello,1990-12-19
817,peter,kamau,1992-05-22
818,faith,abdul,1991-03-22
819,jane,doe,2009-03-28
820,otieno,otieno,1981-02-06
821,mwangi,njoroge,1986-12-17
822,otieno,doe,2008-08-20
823,aisha,njoroge,1996-03-19
824,john,otieno,1976-08-22
825,mwangi,okello,1972-12-16
826,john,smith,1980-02-19
827,john,njoroge,2004-07-18
828,peter,abdul,1981-11-02
829,john,okello,2008-08-09
830,mwangi,okello,1972-07-24
831,otieno,smith,1991-03-09
832,otieno,okello,1996-12-13
833,mwangi,njoroge,1980-11-18
834,mary,smith,1962-01-15
835,jane,smith,1980-10-23
836,aisha,okello,1995-03-22
837,john,smith,1984-05-18
838,otieno,doe,1991-04-23
839,aisha,kamau,2005-01-13
840,peter,smith,1983-03-26
841,peter,otieno,1974-03-18
842,faith,otieno,1991-07-18
843,aisha,njoroge,1982-02-24
844,jane,doe,1978-06-25
845,mary,kamau,2009-09-21
846,peter,njoroge,1969-12-23
847,faith,otieno,1961-08-09
848,mary,kamau,1990-04-07
849,aisha,doe,1985-06-12
850,john,doe,1960-06-18
851,peter,doe,1994-12-09
852,john,okello,1984-07-03
853,aisha,okello,1965-07-12
854,peter,smith,1972-05-12
855,jane,njoroge,1995-11-03
856,peter,doe,1971-08-03
857,aisha,otieno,1967-05-22
858,peter,abdul,1966-02-18
859,faith,abdul,2009-06-15
860,aisha,smith,1981-01-08
861,otieno,smith,1972-12-05
862,otieno,smith,1991-07-25
863,mwangi,otieno,1960-03-23
864,peter,smith,1982-12-18
865,john,smith,1979-10-07
866,otieno,kamau,1966-04-22
